class,tweet
positive,' #MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر  #عن_عشقى_للصوره_دى http://t.co/tFITZX5owR '
positive,' حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية .. '
positive,' عالحلوة والمرة معاه '
positive,' ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF '
positive,' @Mo3tazHosni مش لوحدك شوف التلفونات والضحك  بس ولا يهمنا الاهلى برضوا ف القلب وماتش ويتعوض باذن الله '
neutral,' @midoahm ماتش بكره هيحدد كتير واعتقد اول اختبار بس لازم برضوا منزودش ف الفرحه او لا قدر الله لو حصل حاجه نقفش لازم نعرف ان فريقنا ماشي كويس '
positive,' @ActionYaDawry مبارة ممتازة من حيث اللاعبين والمدربين والتكتيك والاثارة والجماهير وكان المباراة فى الدورى الانجليزى مجهود كبير للفريقين '
negative,' #زهقنا_من اي حد بيقول معلومه وغير بيها حياة ناس وهي غلط '
neutral,' @EslaMagdi وصحيح تتوقع ايه فى البوكسينج داى ؟ '
negative,' #زهقنا_من شبكة #فودافون الي مش موجودة اساسا طول اليوم '
neutral,' @nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا '
negative,' المشكله ان العيب والتقصير مش مني هي اصلا المواد لا بتتفهم ولا بتتحفظ ✋ '
negative,' @laial343498  احنا الجيل اللي شايب وهو شباب '
positive,' دايما إسمك في الذكريات دا إنت كيان المعجزات .. دا إنت الحياااااااااة @AlAhly '
positive,' @Mfaa5555 ونتى زى النور فى طبق بنور '
negative,' @laial343498  ولا أي حاجة أدى التويتر اهه انا قايم اذاكر انا ايه اللي مخليني فتحت انا مش عندي امتحان بكرة '
positive,' النهاردة في بطولة جديدة هتدخل دولاب بطولات نادي الزمالك '
negative,' الأخ الأهطل والأخت العبيطة اللى بتقول الزمالكاوية بيفرحو فى خسارة الأهلى اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلى ده اصلا ! '
negative,' ده يوم أسود في تاريخنا... لازم نرد القلم ده مية '
negative,' @DaliaDentist @cool_taaz وانا وربنا عندى بااااااااطنه  :( '
negative,' كفايا يا جماعة أنتو لما بتصدقوا احااا مش كده والله كسم الاهلي ع الاتحاد ع الدوري المصري علي مصر علي الرياضة بشكل عام '
negative,' الزمالكاويه اللي بيزيطوا ان الاهلي اتغلب اتلموا بدل ما نردح وشكلكوا يبقي وحش اكتر ما هوا '
negative,"' ""دائــمــاً نـعـرفُ #الحقيقة...ودَائـمــاً نــخــدعُ أنــفُـسـنـا بـكَـلـمـة \"""" #يمكن \"""" '"
neutral,' @k444441 تم يا زميلى '
negative,"' """"""يا جدعان لو سمحتوا مش كل واحد عنده ميتين ام عقده نفسيه يروح داخل شاتم حد علي اسك ، ما هو يا تتعالجوا يا تنتحروا والله :D"""""""" '"
neutral,' @Re_47095 هما ابتسام وعبدالسلام فين كلهم قاعدين بيحتفلو وهما مش قاعدين معاهم '
neutral,' تعريف(الفساد)تسخير المنصب العام من أجل الحصول على مصلحة أو منفعة خاصة يحميه الاستبداد والقمع ويحميه الجهل والتخلف أذا آمنت العقوبة أسئ الادب '
neutral,"' """"""\""""@zamalektoday: العميد «دبح» الأهلي: فاز فريق الاتحاد السكندري على نظيره الأهلي بنتيجة 4/1، في مباراتهما اليوم باستاد القاهرة ..."""""""" '"
neutral,' @amina10000001 @nabilelhalfawy ده مفهوم الرياضه '
positive,' @bahrimaram1 قصدك على شاهين. لا و الله هو يغنى كل الالوان مش متمسك بلون غنائى واحد .. الحمد لله لمع فى كل الالوان مغربى جزائرى فرينش صينى ^^ '
negative,' @AyaCrazy88 وليه نكون مع نفسنا لما ممكن ان احنا نتجمع كلنا التفكير الفردي عمره ما جاب نتيجة كويسه في النهاية . #زهقنا_من '
neutral,' @_Abo3amoodd بيسكروا؟ '
positive,' @alharby1133 @Akhbarak_net يسعدك ياغالى.. '
neutral,' سرعة البديهه و حسن التصرف المتلازمه الانجح و الاكثر ابهارا بنسبالي '
negative,' انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد '
positive,' #متضامن_مع_باسم_يوسف   الموقف الواحد والكلمه الوحده والاعلام الصح مثال لاحلى حاجه ف الاعلام عندنا  ربنا معاك http://t.co/WBVXtyOikt '
negative,' احنا جيل اللى شاب و هو شباب ... '
negative,' انا مازكرتش بجنيه النهارده  اعاااااااااااااااااااااااااا '
negative,' طلعان عين ابونا في الثانوية العامة دي '
neutral,' @etharmatter2 اوكي '
positive,' @marosoltan94  ميري قريصمص أحبيب قلبي! &lt;3 &lt;3 &lt;3  روح أفطر يلّا! :-P '
positive,' طول مانتي جنبي.. بلاقيكي تملي وش السعد عليا حبيبه قلبي.. ومعاكي ناقصني ايه؟ '
negative,' ولا بايديه ولا كان بايدياا '
positive,' أنا بحب النوم أوى و بحب السرير و المخدة :D  ياااااه انه لاحساس عظيم :D  ها أنا قادمة يا سريرى  تصبحوا على سعادة و خير ^_^ '
neutral,' ممكن نتعرف على بنوته '
neutral,' اقرار ل محمد منير $#  #3alahwa '
negative,' - العشّق زين بس الهموم سباقه '
neutral,' @RandaDoody @marah_74 @manooo_5 إتفرجوا على الفيديو وإقرأوا الكلام المكتوب تحته وقولولى انطباعكم عنه   https://t.co/qWmnYWiwwS '
negative,' الى الكنترول انهاردة اخر يوم حرام على امك بقى عايزين نشوف دعاء السباعي و ليث ابو جودة ارحم امنا العيانة #DoaaElSebaii #LaithAbuJoda '
positive,' حلوة الوحدة أوى والهدؤ http://t.co/1J6PqbVjaf '
negative,' روح يا عبدالسلام وراها اشمعنا دى يعنى  هو الكنترول ده مستكتر علينا ننام يوم مبسوطين #DoaaElSebaii #StaracArabia '
positive,' رغم ان الجمال نسبي .. بس ف جمال يخطف العقل قبل العين ..!! '
positive,' مش هنخسر حاجة اكيد .. '
negative,' هى حاجة محزنة نوعاً ما فعلاً '
negative,' @samarnassar57  الحظ :/ '
negative,"' """"""شغل المشجع النظيف بتاع محمد نبي وعيسى نبي وموسى نبي ده ماينفعش، كسم أي فرقة مابشجعهاش بالذات اللي معايا ف نفس المدينة/اللي بتنافسني ع بطولة"""""""" '"
positive,' @engmabbas موافقه جدا '
negative,' عايزة اطبطب على نفسي واقولها انتي تعبتي استحملتي كتير معلش '
positive,' @komos_homos ده احلى حاجة ع الصبح انا بحبه ♥ '
neutral,' مواقع التواصل الاجتماعي الها سلبيات والها ايجابيات الوعي وحسن الاستحدام هو اللى بيخلينا نستفيد منها ضمن الحدود #3alahwa '
negative,"' """"""آنا مو محتاج من قلبك حنآن  انا قبل احتاجك ،، احتاج احتياجك !"""""""" '"
negative,' اه ياا يوونس السوشيل ميديا كلها بقت  لكل حااجه والله  وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم  #3alahwa !!! '
negative,' يخربيت **************... ع المسا '
negative,' -هتعمل اية بكرة ال Christmas ؟  -هتفرج علي Home alone ✌ '
negative,' @allooimk كسم ريال مدريد ياعم :D '
negative,' محتاجين إعادة تأهيل شاملة لذكرياتنا و نفسيتنا قبل 2015 '
positive,' الأهلي سيد الدوري http://t.co/w0ilC757i2 '
neutral,' @Menoo0000  ده فار بجد مش لعبة وعندي وباكله كمان '
negative,' @Muhaabb @HamzaSalah1907 التمركز بتاع خط الضهر كله كان بليلة متقوليش هاني كان هايجبها ومتنساش أن في علق واقف جون يعني '
negative,' ولأنها شرقية ! لا تستغرب إذا قتلها الحنين ولن تأتي ✌ '
negative,' محدش هيهتم لو رجعت البيت دلقت جاز على جسمك الهالك وولعت مليت الحوض اخدت منوم وغرقت .. '
negative,' ومين فينا مانفسوش انه ينفصل عن العالم كله ويبعد عن كل الناس اللى فى حياته ولو لفتره صغيره يرتاح فيها شويه !! '
positive,' ايوا بقا . '
negative,' @ferofero19 هنعمل ايه لما مينا يسافر احنا هنضيع من غيره '
negative,' هار اسود على الناس لسه بتقولوا دعاء بتحب ممدوح البت لمامحمدسأل ليث وشك اتغير قالتله ليه ممدوح مش صاحبى اتهدوا  #DoaaElSebaii #StaracArabia '
positive,' وبيــنا معـآد ❤️ '
neutral,' الحراره عندي 11  كم عندكم ؟ '
neutral,' #افضل_الصور_اﻻرسناليه_فى_2014 هشتاق جديد الكل ينزل افضل صور لديه '
positive,' الاغنية حلوة فشخ. '
negative,' الصبر لسه ساكت يا ويلي من سكاته '
negative,' @AlharthiFawaz يافواز قول  لسعيدالشهير عيب تتريق علي شيخ اﻻزهر فى الطبخ نحن نحترم كل مشايخكم ونشاهدكم '
positive,' انا قلبي باب بيتك ادخلي ماتخبطيش &lt;3 '
neutral,' @yasmintaher23 @godymohmed @Amlamola79Aml مينا وشيرين كانو بيغنو مع بض عادى وبيضحكو قبل ما ينامو '
negative,"' """"""أموات يا صديقتي، أموات نحيا وسطهم في حياء نكاد لا نظهر نخاف أن نصبح مثلهم فنهرب من الواقع بتناول جرعتنا المعتادة و نستمع الي الموسيقي ليلاً"""""""" '"
neutral,' من عاب اخيه بقبح  لم يمت حتي يفعله  ابن القيم '
negative,' @shooq467  محدش وصل لمستواها المتدنى اخلاق واسلوب وجوهر كله صفر شكلها صحبتك فالشغل #MohammadChahine  محترم وطيب وابيض مش سواد وغل شبهكوا '
negative,' -فى مواقف كتير نفسى تتعاد تانى عشان اغير فيها رد فعلى اللى خدته فى وقتها . '
